Date,Orders,UTR SKU,Basket SKU,%FR,%VFR,%Order Lost,%OL>5',%VL,DT,%Replacement Rate,Not Found Rate,%Item Not delivered,%Inaccuracy,%Close Time,%Seamless Orders,Rating,CVR3,EPT,%OOSFR,Basket ITEM,%Picking Late,%Order Late > 10,%Replacement Sent,total_orders,Picking Time,WOT,%Forced Pre Orders,%Pre Orders,%Partial Orders,Starting Time
14 jun 2026,26,6.166666666666667,5.2481481481481485,0.07142857142857142,0.03571428571428571,0.03571428571428571,0.15384615384615385,0.2692307692307692,47.967307692307685,0.14285714285714285,0.07586206896551724,0.04477611940298507,0.038461538461538464,-,0.5357142857142857,5,0.093984962406015,26.75,0.03571428571428571,7.211111111111112,0.038461538461538464,0.15384615384615385,0.6666666666666666,28,8.45448717948718,1.0,-,-,0.03571428571428571,0.3743589743589743
13 jun 2026,44,10.656530753282654,5.83939393939394,0.022222222222222223,0,-,0.20454545454545456,0.25,53.80151515151515,1,0.03937007874015748,0.02811621368322399,0.06818181818181818,-,0.5333333333333333,5,0.0982658959537572,26.555555555555557,0,7.372727272727272,0.11627906976744186,0.13636363636363635,1,45,10.85,1.0,-,-,0,5.542635658914729
12 jun 2026,26,10.163265306122447,6.6060606060606055,0.07142857142857142,0.03571428571428571,0.17857142857142858,0.3076923076923077,0.11538461538461539,45.92692307692308,0.5,0.036585365853658534,0.009302325581395349,-,-,0.5714285714285714,4.5,0.0864197530864197,22.357142857142858,0,8.507575757575758,0.038461538461538464,0.2692307692307692,1,28,7.886538461538462,1.0,-,-,0,1.2083333333333333
11 jun 2026,34,14.62655601659751,6.512142857142857,0.02857142857142857,0,0.11428571428571428,0.35294117647058826,0.29411764705882354,45.67058823529412,0.6153846153846154,0.07964601769911504,0.01718213058419244,0.058823529411764705,-,0.5142857142857142,-,0.1155378486055776,24.4,0,8.226666666666667,0.08823529411764706,0.17647058823529413,1,35,8.909313725490197,1.0,-,-,0,3.4794117647058824
10 jun 2026,32,13.625,6.666666666666666,0.030303030303030304,0,0.09090909090909091,0.34375,0.21875,51.64791666666667,0.4,0.05238095238095238,0.014545454545454545,0.03125,-,0.5757575757575758,-,0.1153846153846153,23.424242424242426,0,9.04090909090909,0.16129032258064516,0.21875,0.75,33,11.365591397849462,1.0,-,-,0,7.4360215053763445
9 jun 2026,26,10.207468879668049,5.703333333333333,0.10344827586206896,0.034482758620689655,0.13793103448275862,0.19230769230769232,0.2692307692307692,45.537179487179486,0.3333333333333333,0.05660377358490566,0.08284023668639054,0.07692307692307693,0.17777777777777778,0.4827586206896552,5,0.0961538461538461,22.137931034482758,0.034482758620689655,6.305,0.038461538461538464,0.19230769230769232,1,29,8.6025641025641,0.8854463546933898,-,-,0.034482758620689655,1.6314102564102566
8 jun 2026,-,0,-,-,-,-,-,-,-,-,-,-,-,0.9940740740740741,-,-,0.0,-,-,-,-,-,-,-,-,0.0033247394994091,-,-,-,-
7 jun 2026,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,0.0,-,-,-,-,-,-,-,-,0.0,-,-,-,-
6 jun 2026,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,0.0072992700729927,-,-,-,-,-,-,-,-,0.0,-,-,-,-
5 jun 2026,0,-,6.75,1,0.7777777777777778,-,-,-,-,-,-,-,-,0.7911111111111111,0,-,0.0615384615384615,29.666666666666668,0,10.25,-,-,-,9,-,0.143288084464555,-,-,0,-
4 jun 2026,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,0.0,-,-,-,-,-,-,-,-,0.0,-,-,-,-
3 jun 2026,0,-,6,1,0,-,-,-,-,-,-,-,-,0.9644444444444444,0,-,0.0103092783505154,25,0,6,-,-,-,1,-,0.0183071213995405,-,-,0,-
2 jun 2026,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,0.0,-,-,-,-,-,-,-,-,0.0,-,-,-,-
1 jun 2026,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,0.0,-,-,-,-,-,-,-,-,0.0,-,-,-,-
